sample_row_id,sample_date,sample_time,sample_datetime,raw_sampling_site,site_name,major_category,sample_location,chlorophyll_ugl_replicate_1,chlorophyll_ugl_replicate_2,chlorophyll_ugl_replicate_3,chlorophyll_ugl_mean,chlorophyll_ugl_std,chlorophyll_ugl_min,chlorophyll_ugl_max,chlorophyll_ugl_replicate_count,phycocyanin_ugl_replicate_1,phycocyanin_ugl_replicate_2,phycocyanin_ugl_replicate_3,phycocyanin_ugl_mean,phycocyanin_ugl_std,phycocyanin_ugl_min,phycocyanin_ugl_max,phycocyanin_ugl_replicate_count,phycocyanin_to_chlorophyll_ratio_replicate_1,phycocyanin_to_chlorophyll_ratio_replicate_2,phycocyanin_to_chlorophyll_ratio_replicate_3,phycocyanin_to_chlorophyll_ratio_mean,phycocyanin_to_chlorophyll_ratio_std,phycocyanin_to_chlorophyll_ratio_min,phycocyanin_to_chlorophyll_ratio_max,phycocyanin_to_chlorophyll_ratio_replicate_count,sample_depth_feet,water_temperature_c,ph,orp_mv,specific_conductivity_us_cm,dissolved_oxygen_mg_l,turbidity_ntu,x_coordinate,y_coordinate
sample_0392,2025-08-20,11:14,2025-08-20T11:14,Elm_Lake,Elm Lake,Category_1,center,2.02,1.87,1.78,1.89,0.121244,1.78,2.02,3,58.23,55,47.54,53.59,5.482709,47.54,58.23,3,28.82,29.41,26.7,28.31,1.425167,26.7,29.41,3,0.1,24.3,7.57,148.2,502,6.13,11.18,-71.412112,41.77466
sample_0393,2025-08-20,11:30,2025-08-20T11:30,Edgewood_Lake,Edgewood Lake,Category_1,center,4.17,3.85,3.67,3.896667,0.253246,3.67,4.17,3,41.57,43.06,55,46.543333,7.361483,41.57,55,3,9.96,11.18,14.98,12.04,2.618167,9.96,14.98,3,0.1,24.1,7.52,167.1,490.9,7.02,10.32,-71.405214,41.782709
sample_0394,2025-08-13,12:13,2025-08-13T12:13,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,2.18,2,2.36,2.18,0.18,2,2.36,3,3.25,3.75,2.75,3.25,0.5,2.75,3.75,3,1.49,1.8,1.16,1.483333,0.320052,1.16,1.8,3,0.1,,,,,,,-71.415932,41.784346
sample_0395,2025-08-25,09:38,2025-08-25T09:38,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.05,0.94,0.88,0.956667,0.086217,0.88,1.05,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.09,0.1,0.11,0.1,0.01,0.09,0.11,3,0.1,,,,,,,-71.415918,41.784339
sample_0396,2025-08-25,09:51,2025-08-25T09:51,Polo_Lake,Polo Lake,Category_1,shore,5.58,3.94,4.84,4.786667,0.8213,3.94,5.58,3,3.75,3,3.5,3.416667,0.381881,3,3.75,3,0.67,0.76,0.72,0.716667,0.045092,0.67,0.76,3,0.1,,,,,,,-71.415288,41.786169
sample_0397,2025-08-25,10:03,2025-08-25T10:03,Cunliff_Lake,Cunliff Lake,Category_1,shore,11.37,12.84,12.76,12.323333,0.826579,11.37,12.84,3,1149,1162.97,1130.13,1147.366667,16.480814,1130.13,1162.97,3,101.08,90.57,88.56,93.403333,6.723722,88.56,101.08,3,0.1,,,,,,,-71.41403,41.777315
sample_0398,2025-08-25,10:17,2025-08-25T10:17,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.64,1.56,1.63,1.61,0.043589,1.56,1.64,3,20.44,16.96,21.68,19.693333,2.446985,16.96,21.68,3,12.46,10.87,13.3,12.21,1.234139,10.87,13.3,3,0.1,,,,,,,-71.41477,41.777874
sample_0399,2025-08-25,10:32,2025-08-25T10:32,Fenner_Pond,Fenner Pond,Category_1,shore,0.84,1.51,0.87,1.073333,0.378462,0.84,1.51,3,1.25,0.77,1,1.006667,0.240069,0.77,1.25,3,1.48,0.6,1.14,1.073333,0.443772,0.6,1.48,3,0.1,,,,,,,-71.420255,41.769911
sample_0400,2025-08-25,10:53,2025-08-25T10:53,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,2.74,2.68,2.39,2.603333,0.187172,2.39,2.74,3,9.5,11.24,6.5,9.08,2.397749,6.5,11.24,3,3.46,4.19,2.71,3.453333,0.740023,2.71,4.19,3,0.1,,,,,,,-71.435498,41.793045
sample_0401,2025-08-25,11:09,2025-08-25T11:09,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.73,0.71,0.6,0.68,0.07,0.6,0.73,3,7.75,8.75,14.22,10.24,3.482858,7.75,14.22,3,10.61,12.32,23.7,15.543333,7.115436,10.61,23.7,3,0.1,,,,,,,-71.441627,41.788702
sample_0402,2025-08-25,11:23,2025-08-25T11:23,Tongue_Pond,Tongue Pond,Category_2,shore,1.18,1.11,1.24,1.176667,0.065064,1.11,1.24,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.08,0.09,0.08,0.083333,0.005774,0.08,0.09,3,0.1,,,,,,,-71.442248,41.798124
sample_0403,2025-08-27,11:27,2025-08-27T11:27,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.54,0.48,0.47,0.496667,0.037859,0.47,0.54,3,1.25,0.55,0.55,0.783333,0.404145,0.55,1.25,3,2.31,1.14,1.17,1.54,0.667008,1.14,2.31,3,0.1,23.2,7.83,164.1,501,9.9,2.9,-71.416965,41.782805
sample_0404,2025-08-27,11:44,2025-08-27T11:44,Polo_Lake,Polo Lake,Category_1,center,2.29,1.19,2.06,1.846667,0.580201,1.19,2.29,3,6.75,7,3.75,5.833333,1.808545,3.75,7,3,2.94,3.64,1.82,2.8,0.918041,1.82,3.64,3,0.1,24.7,8.13,98,452.3,9.07,7.9,-71.415365,41.786834
sample_0405,2025-08-27,11:52,2025-08-27T11:52,Willow_Lake,Willow Lake,Category_1,center,1.15,1.2,1.13,1.16,0.036056,1.13,1.2,3,2.75,3.5,3.25,3.166667,0.381881,2.75,3.5,3,2.39,2.91,2.87,2.723333,0.289367,2.39,2.91,3,0.1,23.9,8.22,114.2,481.1,8.91,3.2,-71.414721,41.784712
sample_0406,2025-08-27,12:01,2025-08-27T12:01,Pleasure_Lake,Pleasure Lake,Category_1,center,1.45,1.48,1.32,1.416667,0.085049,1.32,1.48,3,19.69,17.45,21.93,19.69,2.24,17.45,21.93,3,13.57,11.79,16.61,13.99,2.437294,11.79,16.61,3,0.1,24.2,8.27,116,477.3,9.22,9.2,-71.411086,41.785024
sample_0407,2025-08-27,12:12,2025-08-27T12:12,Edgewood_Lake,Edgewood Lake,Category_1,center,1.56,1.51,1.7,1.59,0.098489,1.51,1.7,3,35.11,25.66,33.61,31.46,5.078632,25.66,35.11,3,22.5,16.99,19.77,19.753333,2.755038,16.99,22.5,3,0.1,24.6,8.2,122.2,484.5,9.23,12.54,-71.405346,41.782757
sample_0408,2025-08-27,12:31,2025-08-27T12:31,Elm_Lake,Elm Lake,Category_1,center,1.67,1.6,1.56,1.61,0.055678,1.56,1.67,3,38.09,43.06,38.34,39.83,2.800054,38.09,43.06,3,22.8,26.91,24.57,24.76,2.061577,22.8,26.91,3,0.1,24,8.99,88.7,493.9,12.2,15.45,-71.411841,41.774671
sample_0409,2025-08-27,12:44,2025-08-27T12:44,Cunliff_Lake,Cunliff Lake,Category_1,center,1.52,1.53,1.59,1.546667,0.037859,1.52,1.59,3,33.86,47.79,38.31,39.986667,7.114748,33.86,47.79,3,22.27,31.23,34.37,29.29,6.278949,22.27,34.37,3,0.1,25,8.63,114.8,496.3,10.04,12.98,-71.41193,41.780117
sample_0410,2025-09-02,14:07,2025-09-02T14:07,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.41,0.7,0.6,0.57,0.147309,0.41,0.7,3,0.1,1.25,0.1,0.483333,0.663953,0.1,1.25,3,0.24,1.78,0.16,0.726667,0.91309,0.16,1.78,3,0.1,,,,,,,-71.4156,41.784569
sample_0411,2025-09-02,14:14,2025-09-02T14:14,Polo_Lake,Polo Lake,Category_1,shore,2.1,2.04,2.25,2.13,0.108167,2.04,2.25,3,2.5,2.5,2.5,2.5,0,2.5,2.5,3,1.19,1.22,1.11,1.173333,0.056862,1.11,1.22,3,0.1,,,,,,,-71.415275,41.786104
sample_0412,2025-09-02,14:34,2025-09-02T14:34,Cunliff_Lake,Cunliff Lake,Category_1,shore,1.25,1.27,1.27,1.263333,0.011547,1.25,1.27,3,46.04,54,47.04,49.026667,4.335958,46.04,54,3,36.83,42.51,37.03,38.79,3.223166,36.83,42.51,3,0.1,,,,,,,-71.41408,41.777222
sample_0413,2025-09-02,14:41,2025-09-02T14:41,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,0.94,0.86,0.96,0.92,0.052915,0.86,0.96,3,12.73,11.98,7.75,10.82,2.685014,7.75,12.73,3,13.54,13.93,8.07,11.846667,3.276497,8.07,13.93,3,0.1,,,,,,,-71.41472,41.777743
sample_0414,2025-09-02,15:00,2025-09-02T15:00,Fenner_Pond,Fenner Pond,Category_1,shore,0.6,0.61,0.67,0.626667,0.037859,0.6,0.67,3,0.32,0.55,0.1,0.323333,0.225019,0.1,0.55,3,0.53,0.9,0.14,0.523333,0.380044,0.14,0.9,3,0.1,,,,,,,-71.420225,41.769979
sample_0415,2025-09-02,15:23,2025-09-02T15:23,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,1.27,1.32,1.19,1.26,0.065574,1.19,1.32,3,8,7.75,10,8.583333,1.233221,7.75,10,3,6.29,5.87,8.4,6.853333,1.355815,5.87,8.4,3,0.1,,,,,,,-71.435109,41.793925
sample_0416,2025-09-02,15:42,2025-09-02T15:42,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.99,0.9,0.86,0.916667,0.066583,0.86,0.99,3,6.25,9.25,3.5,6.333333,2.875906,3.5,9.25,3,6.31,10.27,4.06,6.88,3.143994,4.06,10.27,3,0.1,,,,,,,-71.441625,41.788522
sample_0417,2025-09-02,15:54,2025-09-02T15:54,Tongue_Pond,Tongue Pond,Category_2,shore,1.62,1.64,1.61,1.623333,0.015275,1.61,1.64,3,0.1,0.1,0.1,0.1,0,0.1,0.1,3,0.06,0.06,0.06,0.06,0,0.06,0.06,3,0.1,,,,,,,-71.44225,41.798005
sample_0418,2025-09-05,11:20,2025-09-05T11:20,Roosevelt_Lake,Roosevelt Lake,Category_1,center,1.06,0.96,0.95,0.99,0.060828,0.95,1.06,3,2.75,2.25,3,2.666667,0.381881,2.25,3,3,2.59,2.38,3.15,2.706667,0.398037,2.38,3.15,3,0.1,22.8,7.76,130.1,469,7.83,2.48,-71.417104,41.782801
sample_0419,2025-09-05,11:41,2025-09-05T11:41,Polo_Lake,Polo Lake,Category_1,center,3.23,3.17,2.8,3.066667,0.232881,2.8,3.23,3,3.25,3.5,4.5,3.75,0.661438,3.25,4.5,3,1,1.1,1.6,1.233333,0.321455,1,1.6,3,0.1,23.9,7.94,119.7,432.9,8.74,5.36,-71.415251,41.786949
sample_0420,2025-09-05,11:51,2025-09-05T11:51,Willow_Lake,Willow Lake,Category_1,center,4.02,3.65,3.49,3.72,0.271846,3.49,4.02,3,4.75,4,6.25,5,1.145644,4,6.25,3,1.18,1.09,1.79,1.353333,0.380832,1.09,1.79,3,0.1,23.1,7.94,124.1,455.2,8.46,3.88,-71.414682,41.784677
sample_0421,2025-09-05,11:58,2025-09-05T11:58,Pleasure_Lake,Pleasure Lake,Category_1,center,2.25,2.03,1.83,2.036667,0.210079,1.83,2.25,3,28.14,20.93,30.88,26.65,5.139621,20.93,30.88,3,12.5,10.31,16.87,13.226667,3.339825,10.31,16.87,3,0.1,23.4,8.02,138,462.2,6.6,3.95,-71.411764,41.784893
sample_0422,2025-09-05,12:14,2025-09-05T12:14,Edgewood_Lake,Edgewood Lake,Category_1,center,1.89,1.5,1.98,1.79,0.255147,1.5,1.98,3,27.9,28.64,29.64,28.726667,0.873232,27.9,29.64,3,14.76,15.48,14.96,15.066667,0.371663,14.76,15.48,3,0.1,23.6,7.97,156.7,467.8,5.31,6.02,-71.405149,41.782453
sample_0423,2025-09-05,12:37,2025-09-05T12:37,Elm_Lake,Elm Lake,Category_1,center,1.68,1.64,1.75,1.69,0.055678,1.64,1.75,3,62.45,60.22,51.02,57.896667,6.058848,51.02,62.45,3,37.17,36.71,29.15,34.343333,4.503436,29.15,37.17,3,0.1,23.4,8.68,96.4,484.3,10.23,12.66,-71.411765,41.774555
sample_0424,2025-09-05,12:49,2025-09-05T12:49,Cunliff_Lake,Cunliff Lake,Category_1,center,1.81,1.68,2.1,1.863333,0.215019,1.68,2.1,3,32.37,37.34,49.77,39.826667,8.962568,32.37,49.77,3,17.88,22.22,23.7,21.266667,3.024853,17.88,23.7,3,0.1,23.9,8.11,124.6,483.6,8.25,10.46,-71.411844,41.780245
sample_0425,2025-09-09,09:40,2025-09-09T09:40,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.63,0.64,0.65,0.64,0.01,0.63,0.65,3,2.25,4.5,1.75,2.833333,1.464866,1.75,4.5,3,3.57,7.03,2.69,4.43,2.294254,2.69,7.03,3,0.1,,,,,,,-71.415838,41.784448
sample_0426,2025-09-09,09:48,2025-09-09T09:48,Polo_Lake,Polo Lake,Category_1,shore,2.24,2.22,2.3,2.253333,0.041633,2.22,2.3,3,2.25,2,4,2.75,1.089725,2,4,3,1,0.9,1.73,1.21,0.4531,0.9,1.73,3,0.1,,,,,,,-71.415377,41.786197
sample_0427,2025-09-09,10:01,2025-09-09T10:01,Cunliff_Lake,Cunliff Lake,Category_1,shore,1.85,1.97,2.04,1.953333,0.09609,1.85,2.04,3,53.5,58.72,87.81,66.676667,18.487169,53.5,87.81,3,28.91,29.8,43.04,33.916667,7.91356,28.91,43.04,3,0.1,,,,,,,-71.41402,41.77731
sample_0428,2025-09-09,10:08,2025-09-09T10:08,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.73,1.81,1.88,1.806667,0.075056,1.73,1.88,3,10.99,14.22,18.45,14.553333,3.741154,10.99,18.45,3,6.35,7.85,9.81,8.003333,1.735089,6.35,9.81,3,0.1,,,,,,,-71.414809,41.777745
sample_0429,2025-09-09,10:22,2025-09-09T10:22,Fenner_Pond,Fenner Pond,Category_1,shore,0.88,0.71,0.81,0.8,0.08544,0.71,0.88,3,1.75,1.5,1.5,1.583333,0.144338,1.5,1.75,3,1.98,2.11,1.85,1.98,0.13,1.85,2.11,3,0.1,,,,,,,-71.420298,41.769912
sample_0430,2025-09-09,10:45,2025-09-09T10:45,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.62,0.65,0.73,0.666667,0.056862,0.62,0.73,3,16.21,13.97,16.46,15.546667,1.371143,13.97,16.46,3,26.14,21.49,22.54,23.39,2.43875,21.49,26.14,3,0.1,,,,,,,-71.435615,41.793132
sample_0431,2025-09-09,11:01,2025-09-09T11:01,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.75,0.82,0.89,0.82,0.07,0.75,0.89,3,6.23,9.75,10.99,8.99,2.469332,6.23,10.99,3,8.33,11.89,12.34,10.853333,2.196823,8.33,12.34,3,0.1,,,,,,,-71.44156,41.788363
sample_0432,2025-09-09,11:15,2025-09-09T11:15,Tongue_Pond,Tongue Pond,Category_2,shore,2.17,2.16,2.08,2.136667,0.049329,2.08,2.17,3,1.5,3.25,1.5,2.083333,1.010363,1.5,3.25,3,0.69,1.5,0.72,0.97,0.459239,0.69,1.5,3,0.1,,,,,,,-71.443709,41.798786
sample_0433,2025-09-10,09:55,2025-09-10T09:55,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.82,0.66,0.8,0.76,0.087178,0.66,0.82,3,12.98,11.98,11.49,12.15,0.759408,11.49,12.98,3,15.18,18.15,14.36,15.896667,1.994049,14.36,18.15,3,0.1,20.5,7.67,143.7,484.6,7.46,3.81,-71.416946,41.782781
sample_0434,2025-09-10,10:13,2025-09-10T10:13,Polo_Lake,Polo Lake,Category_1,center,3.68,3.46,3.2,3.446667,0.240278,3.2,3.68,3,6,7,5.5,6.166667,0.763763,5.5,7,3,1.65,2.02,1.71,1.793333,0.198578,1.65,2.02,3,0.1,20.8,7.6,109.5,407.6,8.16,5.79,-71.415283,41.786949
sample_0435,2025-09-10,10:55,2025-09-10T10:55,Willow_Lake,Willow Lake,Category_1,center,2.06,1.9,1.82,1.926667,0.122202,1.82,2.06,3,5.25,9.5,8.25,7.666667,2.184224,5.25,9.5,3,2.54,5,4.53,4.023333,1.305922,2.54,5,3,0.1,20.4,7.77,131.3,382.5,8.81,2.59,-71.414703,41.784741
sample_0436,2025-09-10,11:03,2025-09-10T11:03,Pleasure_Lake,Pleasure Lake,Category_1,center,2.59,2.92,2.18,2.563333,0.37072,2.18,2.92,3,10.24,9.75,18.7,12.896667,5.031802,9.75,18.7,3,3.95,3.33,6.63,4.636667,1.753891,3.33,6.63,3,0.1,20.9,7.61,137.6,441.1,7.6,5.69,-71.412381,41.784869
sample_0437,2025-09-10,11:14,2025-09-10T11:14,Cunliff_Lake,Cunliff Lake,Category_1,center,1.81,1.67,1.66,1.713333,0.083865,1.66,1.81,3,15.22,19.19,21.68,18.696667,3.258133,15.22,21.68,3,8.4,11.49,13.06,10.983333,2.370956,8.4,13.06,3,0.1,21.1,7.38,142.8,478.9,8.83,6.65,-71.41178,41.780101
sample_0438,2025-09-10,11:23,2025-09-10T11:23,Elm_Lake,Elm Lake,Category_1,center,1.49,1.57,1.5,1.52,0.043589,1.49,1.57,3,33.61,37.59,37.84,36.346667,2.373317,33.61,37.84,3,22.55,23.94,25.22,23.903333,1.335378,22.55,25.22,3,0.1,21.5,7.48,141.5,478.3,6.81,6.42,-71.411801,41.774588
sample_0439,2025-09-10,11:44,2025-09-10T11:44,Edgewood_Lake,Edgewood Lake,Category_1,center,1.27,1.31,1.25,1.276667,0.030551,1.25,1.31,3,12.73,8,6.25,8.993333,3.352258,6.25,12.73,3,9.29,6.1,5,6.796667,2.228235,5,9.29,3,0.1,20.9,7.13,133.6,453,2.83,3.35,-71.405364,41.782901
sample_0440,2025-09-16,11:18,2025-09-16T11:18,Fenner_Pond,Fenner Pond,Category_1,shore,0.79,0.78,0.84,0.803333,0.032146,0.78,0.84,3,3.75,3,4.25,3.666667,0.629153,3,4.25,3,4.74,3.84,5.05,4.543333,0.628517,3.84,5.05,3,0.1,,,,,,,-71.420293,41.769896
sample_0441,2025-09-16,13:49,2025-09-16T13:49,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.68,0.76,0.7,0.713333,0.041633,0.68,0.76,3,15.22,20.93,17.45,17.866667,2.877713,15.22,20.93,3,22.38,27.53,24.92,24.943333,2.575079,22.38,27.53,3,0.1,,,,,,,-71.441573,41.78847
sample_0442,2025-09-16,14:19,2025-09-16T14:19,Tongue_Pond,Tongue Pond,Category_2,shore,1.6,1.71,1.49,1.6,0.11,1.49,1.71,3,2,2.75,1.75,2.166667,0.520416,1.75,2.75,3,1.25,1.6,1.17,1.34,0.228692,1.17,1.6,3,0.1,,,,,,,-71.442269,41.798008
sample_0443,2025-09-16,11:40,2025-09-16T11:40,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0.77,0.86,0.72,0.783333,0.070946,0.72,0.86,3,28.14,33.61,26.65,29.466667,3.664756,26.65,33.61,3,36.54,39.08,37.01,37.543333,1.351382,36.54,39.08,3,0.1,,,,,,,-71.435569,41.793167
sample_0444,2025-09-16,10:10,2025-09-16T10:10,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,0.6,0.56,0.61,0.59,0.026458,0.56,0.61,3,2.5,3.5,4,3.333333,0.763763,2.5,4,3,4.16,6.25,6.55,5.653333,1.301934,4.16,6.55,3,0.1,,,,,,,-71.415926,41.78434
sample_0445,2025-09-16,10:26,2025-09-16T10:26,Polo_Lake,Polo Lake,Category_1,shore,2.53,2.41,2.63,2.523333,0.110151,2.41,2.63,3,5,5,4.25,4.75,0.433013,4.25,5,3,1.97,2.07,1.61,1.883333,0.241937,1.61,2.07,3,0.1,,,,,,,-71.415476,41.786222
sample_0446,2025-09-16,10:42,2025-09-16T10:42,Cunliff_Lake,Cunliff Lake,Category_1,shore,5.22,5.48,5.5,5.4,0.156205,5.22,5.5,3,546.39,593.66,562.56,567.536667,24.02475,546.39,593.66,3,104.67,108.33,102.28,105.093333,3.047135,102.28,108.33,3,0.1,,,,,,,-71.414086,41.777362
sample_0447,2025-09-16,10:50,2025-09-16T10:50,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.58,1.9,1.87,1.783333,0.17673,1.58,1.9,3,19.69,13.46,19.19,17.446667,3.461594,13.46,19.69,3,12.46,7.09,10.26,9.936667,2.699562,7.09,12.46,3,0.1,,,,,,,-71.414799,41.777613
sample_0448,2025-09-19,11:23,2025-09-19T11:23,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.73,0.7,0.7,0.71,0.017321,0.7,0.73,3,14.97,12.98,9.5,12.483333,2.768616,9.5,14.97,3,20.5,18.54,13.57,17.536667,3.572287,13.57,20.5,3,0.1,21.1,7.88,143.5,381.5,7.16,7.66,-71.416902,41.782809
sample_0449,2025-09-19,11:39,2025-09-19T11:39,Polo_Lake,Polo Lake,Category_1,center,1.65,1.74,1.79,1.726667,0.070946,1.65,1.79,3,4.25,5,10.49,6.58,3.406861,4.25,10.49,3,2.57,2.87,5.6,3.68,1.669521,2.57,5.6,3,0.1,22.5,7.68,160.8,403.8,7.91,5.5,-71.415573,41.78663
sample_0450,2025-09-19,11:48,2025-09-19T11:48,Willow_Lake,Willow Lake,Category_1,center,1.45,1.32,1.32,1.363333,0.075056,1.32,1.45,3,11.24,9.5,8,9.58,1.621481,8,11.24,3,7.75,7.19,6.06,7,0.860872,6.06,7.75,3,0.1,21.9,7.77,135,423.7,8.72,6.17,-71.414667,41.78475
sample_0451,2025-09-19,11:57,2025-09-19T11:57,Pleasure_Lake,Pleasure Lake,Category_1,center,1.31,1.2,1.08,1.196667,0.115036,1.08,1.31,3,8.25,3.25,3.25,4.916667,2.886751,3.25,8.25,3,6.29,2.7,3,3.996667,1.991741,2.7,6.29,3,0.1,23.1,7.65,133.2,454,8.46,4.62,-71.411283,41.784977
sample_0452,2025-09-19,12:18,2025-09-19T12:18,Edgewood_Lake,Edgewood Lake,Category_1,center,0.98,0.92,0.95,0.95,0.03,0.92,0.98,3,8.75,8.5,5.25,7.5,1.952562,5.25,8.75,3,8.92,9.23,5.52,7.89,2.058325,5.52,9.23,3,0.1,23,7.12,151.3,444.7,4.14,2.9,-71.40524,41.782904
sample_0453,2025-09-19,12:37,2025-09-19T12:37,Cunliff_Lake,Cunliff Lake,Category_1,center,0.58,0.67,0.71,0.653333,0.066583,0.58,0.71,3,1,1.25,2.5,1.583333,0.803638,1,2.5,3,1.72,1.86,3.52,2.366667,1.001266,1.72,3.52,3,0.1,22.8,7.26,155.3,474.1,5.3,4.07,-71.411914,41.780412
sample_0454,2025-09-19,12:47,2025-09-19T12:47,Elm_Lake,Elm Lake,Category_1,center,0.92,0.82,0.86,0.866667,0.050332,0.82,0.92,3,5,5.25,2.5,4.25,1.520691,2.5,5.25,3,5.43,6.4,2.9,4.91,1.807014,2.9,6.4,3,0.1,23.1,7.32,143.2,474.7,5.7,3.45,-71.411986,41.774749
sample_0455,2025-09-19,13:10,2025-09-19T13:10,Pleasure_Lake,Pleasure Lake,Category_1,center,5.09,6.56,5.06,5.57,0.857496,5.06,6.56,3,490.15,718.08,490.4,566.21,131.523337,490.15,718.08,3,96.29,109.46,96.91,100.886667,7.431193,96.29,109.46,3,0.1,,,,,,,-71.412987,41.785201
sample_0456,2025-09-22,10:37,2025-09-22T10:37,Roosevelt_Lake,Roosevelt Lake,Category_1,shore,1.43,1.57,1.23,1.41,0.17088,1.23,1.57,3,111.19,102.73,91.54,101.82,9.856556,91.54,111.19,3,77.75,65.43,74.42,72.533333,6.373008,65.43,77.75,3,0.1,,,,,,,-71.415854,41.784384
sample_0457,2025-09-22,10:50,2025-09-22T10:50,Polo_Lake,Polo Lake,Category_1,shore,1.41,1.39,1.76,1.52,0.208087,1.39,1.76,3,5.25,1.25,1,2.5,2.384848,1,5.25,3,3.72,0.89,0.56,1.723333,1.737019,0.56,3.72,3,0.1,,,,,,,-71.415427,41.786203
sample_0458,2025-09-22,11:05,2025-09-22T11:05,Cunliff_Lake,Cunliff Lake,Category_1,shore,10.2,8.67,8.97,9.28,0.81074,8.67,10.2,3,1261.25,1072.9,1129.13,1154.426667,96.689563,1072.9,1261.25,3,123.65,123.74,125.87,124.42,1.256543,123.65,125.87,3,0.1,,,,,,,-71.413993,41.777272
sample_0459,2025-09-22,11:15,2025-09-22T11:15,Deep_Spring_Lake,Deep Spring Lake,Category_1,shore,1.06,1.27,1.21,1.18,0.108167,1.06,1.27,3,11.49,14.22,7.75,11.153333,3.248112,7.75,14.22,3,10.83,11.19,6.4,9.473333,2.667664,6.4,11.19,3,0.1,,,,,,,-71.414873,41.777485
sample_0460,2025-09-22,11:30,2025-09-22T11:30,Fenner_Pond,Fenner Pond,Category_1,shore,0.58,0.47,0.53,0.526667,0.055076,0.47,0.58,3,0.32,0.32,2.25,0.963333,1.114286,0.32,2.25,3,0.55,0.68,4.24,1.823333,2.093904,0.55,4.24,3,0.1,,,,,,,-71.4202,41.769943
sample_0461,2025-09-22,11:55,2025-09-22T11:55,Mashapaug_Pond,Mashapaug Pond,Category_2,shore,0,0,0,0,0,0,0,3,2.75,3,3.5,3.083333,0.381881,2.75,3.5,3,,,,,,,,0,0.1,,,,,,,-71.435575,41.793107
sample_0462,2025-09-22,12:05,2025-09-22T12:05,Spectacle_Pond,Spectacle Pond,Category_2,shore,0.56,0.52,0.5,0.526667,0.030551,0.5,0.56,3,24.66,22.92,29.14,25.573333,3.209008,22.92,29.14,3,44.03,44.07,58.28,48.793333,8.215719,44.03,58.28,3,0.1,,,,,,,-71.441609,41.788416
sample_0463,2025-09-22,12:35,2025-09-22T12:35,Tongue_Pond,Tongue Pond,Category_2,shore,1.42,1.99,1.69,1.7,0.285132,1.42,1.99,3,0.1,0.32,0.1,0.173333,0.127017,0.1,0.32,3,0.07,0.16,0.75,0.326667,0.369369,0.07,0.75,3,0.1,,,,,,,-71.442261,41.797908
sample_0464,2025-09-26,13:20,2025-09-26T13:20,Roosevelt_Lake,Roosevelt Lake,Category_1,center,0.39,0.46,0.82,0.556667,0.230723,0.39,0.82,3,14.22,17.45,28.39,20.02,7.426365,14.22,28.39,3,36.46,37.93,34.62,36.336667,1.658443,34.62,37.93,3,0.1,22.1,7.33,111.3,430,7.54,5.44,-71.416819,41.782864
sample_0465,2025-09-26,13:35,2025-09-26T13:35,Polo_Lake,Polo Lake,Category_1,center,0.41,0.46,0.46,0.443333,0.028868,0.41,0.46,3,5.5,5,5,5.166667,0.288675,5,5.5,3,13.41,10.86,10.86,11.71,1.472243,10.86,13.41,3,0.1,23,7.41,163.4,317,6.47,4.51,-71.415263,41.786922
sample_0466,2025-09-26,13:45,2025-09-26T13:45,Willow_Lake,Willow Lake,Category_1,center,0.53,0.63,0.6,0.586667,0.051316,0.53,0.63,3,11.98,13.72,23.92,16.54,6.450209,11.98,23.92,3,22.6,21.77,39.86,28.076667,10.213101,21.77,39.86,3,0.1,22.1,7.28,137.6,387.1,6.87,7.7,-71.414787,41.784805
sample_0467,2025-09-26,13:50,2025-09-26T13:50,Pleasure_Lake,Pleasure Lake,Category_1,center,0.65,0.59,0.57,0.603333,0.041633,0.57,0.65,3,11.74,16.71,12.48,13.643333,2.681461,11.74,16.71,3,18.06,28.32,21.89,22.756667,5.184615,18.06,28.32,3,0.1,23,7.16,157.5,336.9,6.02,6.31,-71.41115,41.785004
